experiment_id,customer_id,acquisition_channel,assignment,assigned_date,outcome_window_days,converted,pre_period_contribution,observed_contribution
EXP-PAID-SEARCH-2025H2,C0000458,paid_search,treatment,2025-07-06,90,False,53.9,0.0
EXP-PAID-SEARCH-2025H2,C0000462,paid_search,treatment,2025-07-23,90,False,89.04,0.0
EXP-PAID-SEARCH-2025H2,C0000466,paid_search,treatment,2025-07-21,90,True,73.28,101.57
EXP-PAID-SEARCH-2025H2,C0000470,paid_search,treatment,2025-07-14,90,False,137.48,0.0
EXP-PAID-SEARCH-2025H2,C0000472,paid_search,treatment,2025-07-23,90,False,283.09,0.0
EXP-PAID-SEARCH-2025H2,C0000473,paid_search,control,2025-07-23,90,False,304.51,0.0
EXP-PAID-SEARCH-2025H2,C0000474,paid_search,control,2025-07-26,90,True,144.65,106.75
EXP-PAID-SEARCH-2025H2,C0000495,paid_search,treatment,2025-07-26,90,False,66.71,0.0
EXP-PAID-SEARCH-2025H2,C0000496,paid_search,control,2025-07-02,90,True,147.52,130.18
EXP-PAID-SEARCH-2025H2,C0000497,paid_search,treatment,2025-07-12,90,False,56.23,0.0
EXP-PAID-SEARCH-2025H2,C0000498,paid_search,treatment,2025-07-12,90,False,126.28,0.0
EXP-PAID-SEARCH-2025H2,C0000504,paid_search,treatment,2025-07-17,90,False,63.72,0.0
EXP-PAID-SEARCH-2025H2,C0000508,paid_search,control,2025-07-09,90,True,62.06,56.43
EXP-PAID-SEARCH-2025H2,C0000513,paid_search,control,2025-07-15,90,False,1318.74,0.0
EXP-PAID-SEARCH-2025H2,C0000515,paid_search,control,2025-07-24,90,True,184.94,149.94
EXP-PAID-SEARCH-2025H2,C0000520,paid_search,control,2025-07-01,90,False,48.58,0.0
EXP-PAID-SEARCH-2025H2,C0000528,paid_search,treatment,2025-07-15,90,False,118.62,0.0
EXP-PAID-SEARCH-2025H2,C0000538,paid_search,treatment,2025-07-18,90,False,382.18,0.0
EXP-PAID-SEARCH-2025H2,C0000555,paid_search,treatment,2025-07-07,90,False,362.56,0.0
EXP-PAID-SEARCH-2025H2,C0000562,paid_search,control,2025-07-01,90,False,201.47,0.0
EXP-PAID-SEARCH-2025H2,C0000563,paid_search,control,2025-07-18,90,False,54.74,0.0
EXP-PAID-SEARCH-2025H2,C0000571,paid_search,control,2025-07-13,90,True,307.39,444.56
EXP-PAID-SEARCH-2025H2,C0000577,paid_search,control,2025-07-03,90,False,110.62,0.0
EXP-PAID-SEARCH-2025H2,C0000579,paid_search,treatment,2025-07-03,90,False,232.23,0.0
EXP-PAID-SEARCH-2025H2,C0000582,paid_search,treatment,2025-07-16,90,True,269.8,319.66
EXP-PAID-SEARCH-2025H2,C0000583,paid_search,control,2025-07-07,90,True,67.88,36.84
EXP-PAID-SEARCH-2025H2,C0000597,paid_search,treatment,2025-07-23,90,False,61.52,0.0
EXP-PAID-SEARCH-2025H2,C0000614,paid_search,control,2025-07-19,90,False,359.82,0.0
EXP-PAID-SEARCH-2025H2,C0000615,paid_search,treatment,2025-07-26,90,False,129.4,0.0
EXP-PAID-SEARCH-2025H2,C0000617,paid_search,treatment,2025-07-20,90,False,65.17,0.0
EXP-PAID-SEARCH-2025H2,C0000618,paid_search,control,2025-07-28,90,False,104.7,0.0
EXP-PAID-SEARCH-2025H2,C0000621,paid_search,treatment,2025-07-15,90,False,122.61,0.0
EXP-PAID-SEARCH-2025H2,C0000627,paid_search,control,2025-07-24,90,False,158.6,0.0
EXP-PAID-SEARCH-2025H2,C0000636,paid_search,control,2025-07-15,90,True,214.41,134.8
EXP-PAID-SEARCH-2025H2,C0000642,paid_search,treatment,2025-07-19,90,True,87.73,89.6
EXP-PAID-SEARCH-2025H2,C0000644,paid_search,control,2025-07-22,90,False,74.0,0.0
EXP-PAID-SEARCH-2025H2,C0000649,paid_search,treatment,2025-07-01,90,True,87.57,68.29
EXP-PAID-SEARCH-2025H2,C0000653,paid_search,treatment,2025-07-19,90,True,277.62,222.84
EXP-PAID-SEARCH-2025H2,C0000676,paid_search,treatment,2025-07-07,90,True,47.38,40.52
EXP-PAID-SEARCH-2025H2,C0000682,paid_search,treatment,2025-07-23,90,True,148.05,128.96
EXP-PAID-SEARCH-2025H2,C0000685,paid_search,control,2025-07-04,90,False,284.58,0.0
EXP-PAID-SEARCH-2025H2,C0000694,paid_search,treatment,2025-07-06,90,False,196.44,0.0
EXP-PAID-SEARCH-2025H2,C0000700,paid_search,control,2025-07-26,90,False,63.18,0.0
EXP-PAID-SEARCH-2025H2,C0000701,paid_search,control,2025-07-03,90,False,141.75,0.0
EXP-PAID-SEARCH-2025H2,C0000702,paid_search,treatment,2025-07-05,90,False,154.41,0.0
EXP-PAID-SEARCH-2025H2,C0000706,paid_search,control,2025-07-22,90,False,83.7,0.0
EXP-PAID-SEARCH-2025H2,C0000715,paid_search,treatment,2025-07-13,90,False,175.77,0.0
EXP-PAID-SEARCH-2025H2,C0000718,paid_search,control,2025-07-20,90,False,82.62,0.0
EXP-PAID-SEARCH-2025H2,C0000720,paid_search,control,2025-07-09,90,False,67.17,0.0
EXP-PAID-SEARCH-2025H2,C0000727,paid_search,control,2025-07-21,90,True,143.57,113.27
EXP-PAID-SEARCH-2025H2,C0000728,paid_search,control,2025-07-07,90,False,73.51,0.0
EXP-PAID-SEARCH-2025H2,C0000735,paid_search,control,2025-07-14,90,False,276.65,0.0
EXP-PAID-SEARCH-2025H2,C0000737,paid_search,treatment,2025-07-13,90,True,43.39,36.25
EXP-PAID-SEARCH-2025H2,C0000738,paid_search,treatment,2025-07-17,90,True,132.19,126.22
EXP-PAID-SEARCH-2025H2,C0000750,paid_search,treatment,2025-07-14,90,False,102.5,0.0
EXP-PAID-SEARCH-2025H2,C0000754,paid_search,treatment,2025-07-11,90,False,63.89,0.0
EXP-PAID-SEARCH-2025H2,C0000759,paid_search,control,2025-07-24,90,False,79.04,0.0
EXP-PAID-SEARCH-2025H2,C0000760,paid_search,treatment,2025-07-12,90,False,65.24,0.0
EXP-PAID-SEARCH-2025H2,C0000762,paid_search,control,2025-07-23,90,False,155.86,0.0
EXP-PAID-SEARCH-2025H2,C0000770,paid_search,treatment,2025-07-20,90,False,378.26,0.0
EXP-PAID-SEARCH-2025H2,C0000776,paid_search,control,2025-07-16,90,False,96.67,0.0
EXP-PAID-SEARCH-2025H2,C0000777,paid_search,control,2025-07-15,90,False,99.72,0.0
EXP-PAID-SEARCH-2025H2,C0000781,paid_search,treatment,2025-07-23,90,False,108.58,0.0
EXP-PAID-SEARCH-2025H2,C0000791,paid_search,control,2025-07-11,90,False,86.66,0.0
EXP-PAID-SEARCH-2025H2,C0000792,paid_search,control,2025-07-27,90,False,252.6,0.0
EXP-PAID-SEARCH-2025H2,C0000793,paid_search,control,2025-07-04,90,False,189.74,0.0
EXP-PAID-SEARCH-2025H2,C0000794,paid_search,control,2025-07-14,90,False,982.08,0.0
EXP-PAID-SEARCH-2025H2,C0000795,paid_search,treatment,2025-07-25,90,False,92.31,0.0
EXP-PAID-SEARCH-2025H2,C0000799,paid_search,control,2025-07-19,90,False,342.92,0.0
EXP-PAID-SEARCH-2025H2,C0000805,paid_search,control,2025-07-23,90,False,153.13,0.0
EXP-PAID-SEARCH-2025H2,C0000814,paid_search,treatment,2025-07-08,90,False,87.49,0.0
EXP-PAID-SEARCH-2025H2,C0000817,paid_search,treatment,2025-07-27,90,False,170.02,0.0
EXP-PAID-SEARCH-2025H2,C0000818,paid_search,treatment,2025-07-16,90,False,56.3,0.0
EXP-PAID-SEARCH-2025H2,C0000826,paid_search,control,2025-07-09,90,False,127.32,0.0
EXP-PAID-SEARCH-2025H2,C0000832,paid_search,control,2025-07-19,90,False,192.2,0.0
EXP-PAID-SEARCH-2025H2,C0000836,paid_search,control,2025-07-03,90,False,405.84,0.0
EXP-PAID-SEARCH-2025H2,C0000842,paid_search,treatment,2025-07-21,90,False,107.14,0.0
EXP-PAID-SEARCH-2025H2,C0000843,paid_search,treatment,2025-07-20,90,False,126.07,0.0
EXP-PAID-SEARCH-2025H2,C0000850,paid_search,treatment,2025-07-07,90,True,48.69,57.9
EXP-PAID-SEARCH-2025H2,C0000851,paid_search,control,2025-07-15,90,False,72.16,0.0
EXP-PAID-SEARCH-2025H2,C0000854,paid_search,control,2025-07-27,90,True,143.08,105.55
EXP-PAID-SEARCH-2025H2,C0000861,paid_search,treatment,2025-07-16,90,False,97.12,0.0
EXP-PAID-SEARCH-2025H2,C0000863,paid_search,control,2025-07-22,90,False,271.21,0.0
EXP-PAID-SEARCH-2025H2,C0000865,paid_search,control,2025-07-15,90,True,236.27,241.2
EXP-PAID-SEARCH-2025H2,C0000867,paid_search,control,2025-07-14,90,False,88.24,0.0
EXP-PAID-SEARCH-2025H2,C0000869,paid_search,treatment,2025-07-17,90,False,66.44,0.0
EXP-PAID-SEARCH-2025H2,C0000875,paid_search,control,2025-07-10,90,False,43.58,0.0
EXP-PAID-SEARCH-2025H2,C0000881,paid_search,control,2025-07-27,90,False,66.52,0.0
EXP-PAID-SEARCH-2025H2,C0000882,paid_search,control,2025-07-12,90,False,87.53,0.0
EXP-PAID-SEARCH-2025H2,C0000885,paid_search,treatment,2025-07-28,90,False,57.78,0.0
EXP-PAID-SEARCH-2025H2,C0000889,paid_search,control,2025-07-09,90,False,129.32,0.0
EXP-PAID-SEARCH-2025H2,C0000893,paid_search,treatment,2025-07-25,90,False,318.19,0.0
EXP-PAID-SEARCH-2025H2,C0000901,paid_search,control,2025-07-10,90,False,141.82,0.0
EXP-PAID-SEARCH-2025H2,C0000902,paid_search,control,2025-07-28,90,False,64.64,0.0
EXP-PAID-SEARCH-2025H2,C0000911,paid_search,treatment,2025-07-12,90,False,48.03,0.0
EXP-PAID-SEARCH-2025H2,C0000914,paid_search,control,2025-07-15,90,False,293.59,0.0
EXP-PAID-SEARCH-2025H2,C0000921,paid_search,treatment,2025-07-27,90,False,272.23,0.0
EXP-PAID-SEARCH-2025H2,C0000924,paid_search,control,2025-07-07,90,True,83.7,118.67
EXP-PAID-SEARCH-2025H2,C0000925,paid_search,control,2025-07-07,90,True,40.7,25.01
EXP-PAID-SEARCH-2025H2,C0000931,paid_search,control,2025-07-16,90,False,295.88,0.0
EXP-PAID-SEARCH-2025H2,C0000934,paid_search,control,2025-07-07,90,False,296.76,0.0
EXP-PAID-SEARCH-2025H2,C0000942,paid_search,control,2025-07-16,90,False,61.31,0.0
EXP-PAID-SEARCH-2025H2,C0000946,paid_search,treatment,2025-07-07,90,False,337.65,0.0
EXP-PAID-SEARCH-2025H2,C0000948,paid_search,treatment,2025-07-22,90,True,80.14,126.89
EXP-PAID-SEARCH-2025H2,C0000958,paid_search,control,2025-07-02,90,False,90.72,0.0
EXP-PAID-SEARCH-2025H2,C0000963,paid_search,treatment,2025-07-08,90,True,280.19,285.08
EXP-PAID-SEARCH-2025H2,C0000966,paid_search,control,2025-07-16,90,False,1140.03,0.0
EXP-PAID-SEARCH-2025H2,C0000969,paid_search,control,2025-07-16,90,False,103.78,0.0
EXP-PAID-SEARCH-2025H2,C0000972,paid_search,control,2025-07-10,90,False,80.43,0.0
EXP-PAID-SEARCH-2025H2,C0001004,paid_search,treatment,2025-07-25,90,False,82.73,0.0
EXP-PAID-SEARCH-2025H2,C0001006,paid_search,treatment,2025-07-18,90,False,196.85,0.0
EXP-PAID-SEARCH-2025H2,C0001009,paid_search,treatment,2025-07-07,90,False,95.72,0.0
EXP-PAID-SEARCH-2025H2,C0001021,paid_search,control,2025-07-09,90,False,338.13,0.0
EXP-PAID-SEARCH-2025H2,C0001028,paid_search,treatment,2025-07-25,90,False,95.63,0.0
EXP-PAID-SEARCH-2025H2,C0001034,paid_search,control,2025-07-16,90,False,434.63,0.0
EXP-PAID-SEARCH-2025H2,C0001052,paid_search,control,2025-07-15,90,False,87.87,0.0
EXP-PAID-SEARCH-2025H2,C0001056,paid_search,control,2025-07-21,90,False,115.5,0.0
EXP-PAID-SEARCH-2025H2,C0001057,paid_search,control,2025-07-10,90,False,135.62,0.0
EXP-PAID-SEARCH-2025H2,C0001069,paid_search,control,2025-07-09,90,False,294.31,0.0
EXP-PAID-SEARCH-2025H2,C0001070,paid_search,treatment,2025-07-22,90,False,184.14,0.0
EXP-PAID-SEARCH-2025H2,C0001075,paid_search,treatment,2025-07-16,90,True,60.74,66.92
EXP-PAID-SEARCH-2025H2,C0001078,paid_search,control,2025-07-18,90,False,319.98,0.0
EXP-PAID-SEARCH-2025H2,C0001082,paid_search,treatment,2025-07-18,90,True,66.36,52.54
EXP-PAID-SEARCH-2025H2,C0001083,paid_search,treatment,2025-07-16,90,True,332.62,214.56
EXP-PAID-SEARCH-2025H2,C0001092,paid_search,control,2025-07-12,90,False,162.31,0.0
EXP-PAID-SEARCH-2025H2,C0001097,paid_search,control,2025-07-25,90,True,94.27,76.92
EXP-PAID-SEARCH-2025H2,C0001099,paid_search,treatment,2025-07-22,90,False,102.14,0.0
EXP-PAID-SEARCH-2025H2,C0001122,paid_search,control,2025-07-24,90,False,74.95,0.0
EXP-PAID-SEARCH-2025H2,C0001125,paid_search,control,2025-07-24,90,False,45.16,0.0
EXP-PAID-SEARCH-2025H2,C0001127,paid_search,treatment,2025-07-19,90,False,49.87,0.0
EXP-PAID-SEARCH-2025H2,C0001129,paid_search,control,2025-07-17,90,False,104.22,0.0
EXP-PAID-SEARCH-2025H2,C0001132,paid_search,treatment,2025-07-13,90,True,213.57,288.23
EXP-PAID-SEARCH-2025H2,C0001136,paid_search,control,2025-07-13,90,True,380.22,273.76
EXP-PAID-SEARCH-2025H2,C0001140,paid_search,treatment,2025-07-24,90,False,85.85,0.0
EXP-PAID-SEARCH-2025H2,C0001141,paid_search,treatment,2025-07-26,90,True,114.77,186.61
EXP-PAID-SEARCH-2025H2,C0001148,paid_search,treatment,2025-07-16,90,False,368.54,0.0
EXP-PAID-SEARCH-2025H2,C0001153,paid_search,control,2025-07-07,90,False,49.03,0.0
EXP-PAID-SEARCH-2025H2,C0001161,paid_search,treatment,2025-07-26,90,False,209.82,0.0
EXP-PAID-SEARCH-2025H2,C0001165,paid_search,treatment,2025-07-11,90,False,121.95,0.0
EXP-PAID-SEARCH-2025H2,C0001175,paid_search,treatment,2025-07-18,90,False,263.92,0.0
EXP-PAID-SEARCH-2025H2,C0001184,paid_search,control,2025-07-03,90,True,129.62,118.31
EXP-PAID-SEARCH-2025H2,C0001185,paid_search,treatment,2025-07-23,90,False,441.62,0.0
EXP-PAID-SEARCH-2025H2,C0001186,paid_search,control,2025-07-05,90,False,165.2,0.0
EXP-PAID-SEARCH-2025H2,C0001189,paid_search,control,2025-07-10,90,False,103.54,0.0
EXP-PAID-SEARCH-2025H2,C0001192,paid_search,control,2025-07-24,90,False,147.68,0.0
EXP-PAID-SEARCH-2025H2,C0001195,paid_search,control,2025-07-21,90,True,412.78,491.69
EXP-PAID-SEARCH-2025H2,C0001209,paid_search,control,2025-07-04,90,False,88.7,0.0
EXP-PAID-SEARCH-2025H2,C0001211,paid_search,treatment,2025-07-25,90,False,139.47,0.0
EXP-PAID-SEARCH-2025H2,C0001218,paid_search,control,2025-07-19,90,False,99.87,0.0
EXP-PAID-SEARCH-2025H2,C0001219,paid_search,control,2025-07-28,90,False,632.23,0.0
EXP-PAID-SEARCH-2025H2,C0001238,paid_search,control,2025-07-19,90,False,90.79,0.0
EXP-PAID-SEARCH-2025H2,C0001243,paid_search,treatment,2025-07-07,90,True,184.1,100.73
EXP-PAID-SEARCH-2025H2,C0001247,paid_search,treatment,2025-07-24,90,False,101.06,0.0
EXP-PAID-SEARCH-2025H2,C0001263,paid_search,control,2025-07-07,90,False,196.11,0.0
EXP-PAID-SEARCH-2025H2,C0001264,paid_search,treatment,2025-07-23,90,False,87.85,0.0
EXP-PAID-SEARCH-2025H2,C0001270,paid_search,treatment,2025-07-03,90,False,82.95,0.0
EXP-PAID-SEARCH-2025H2,C0001279,paid_search,control,2025-07-09,90,False,86.75,0.0
EXP-PAID-SEARCH-2025H2,C0001285,paid_search,control,2025-07-19,90,True,55.62,50.0
EXP-PAID-SEARCH-2025H2,C0001286,paid_search,control,2025-07-01,90,False,244.4,0.0
EXP-PAID-SEARCH-2025H2,C0001290,paid_search,treatment,2025-07-05,90,True,73.08,34.22
EXP-PAID-SEARCH-2025H2,C0001295,paid_search,control,2025-07-16,90,False,68.0,0.0
EXP-PAID-SEARCH-2025H2,C0001301,paid_search,control,2025-07-28,90,False,123.58,0.0
EXP-PAID-SEARCH-2025H2,C0001310,paid_search,treatment,2025-07-06,90,False,115.98,0.0
EXP-PAID-SEARCH-2025H2,C0001311,paid_search,treatment,2025-07-05,90,False,71.94,0.0
EXP-PAID-SEARCH-2025H2,C0001323,paid_search,control,2025-07-28,90,False,109.4,0.0
EXP-PAID-SEARCH-2025H2,C0001325,paid_search,treatment,2025-07-01,90,False,597.99,0.0
EXP-PAID-SEARCH-2025H2,C0001327,paid_search,control,2025-07-13,90,False,365.97,0.0
EXP-PAID-SEARCH-2025H2,C0001328,paid_search,treatment,2025-07-28,90,False,61.92,0.0
EXP-PAID-SEARCH-2025H2,C0001334,paid_search,treatment,2025-07-19,90,False,86.19,0.0
EXP-PAID-SEARCH-2025H2,C0001335,paid_search,treatment,2025-07-04,90,False,351.18,0.0
EXP-PAID-SEARCH-2025H2,C0001363,paid_search,treatment,2025-07-02,90,True,119.43,181.62
EXP-PAID-SEARCH-2025H2,C0001365,paid_search,treatment,2025-07-01,90,False,71.45,0.0
EXP-PAID-SEARCH-2025H2,C0001373,paid_search,control,2025-07-12,90,False,293.28,0.0
EXP-PAID-SEARCH-2025H2,C0001374,paid_search,control,2025-07-16,90,False,136.83,0.0
EXP-PAID-SEARCH-2025H2,C0001378,paid_search,treatment,2025-07-05,90,True,452.02,538.51
EXP-PAID-SEARCH-2025H2,C0001383,paid_search,control,2025-07-05,90,False,106.77,0.0
EXP-PAID-SEARCH-2025H2,C0001389,paid_search,treatment,2025-07-06,90,False,70.13,0.0
EXP-PAID-SEARCH-2025H2,C0001390,paid_search,treatment,2025-07-04,90,False,78.93,0.0
EXP-PAID-SEARCH-2025H2,C0001397,paid_search,treatment,2025-07-05,90,True,82.47,56.4
EXP-PAID-SEARCH-2025H2,C0001406,paid_search,treatment,2025-07-04,90,False,187.95,0.0
EXP-PAID-SEARCH-2025H2,C0001412,paid_search,control,2025-07-12,90,False,82.12,0.0
EXP-PAID-SEARCH-2025H2,C0001418,paid_search,treatment,2025-07-02,90,False,85.8,0.0
EXP-PAID-SEARCH-2025H2,C0001421,paid_search,treatment,2025-07-19,90,False,413.94,0.0
EXP-PAID-SEARCH-2025H2,C0001427,paid_search,control,2025-07-09,90,False,428.14,0.0
EXP-PAID-SEARCH-2025H2,C0001446,paid_search,control,2025-07-26,90,False,197.06,0.0
EXP-PAID-SEARCH-2025H2,C0001449,paid_search,treatment,2025-07-10,90,True,832.46,955.26
EXP-PAID-SEARCH-2025H2,C0001454,paid_search,treatment,2025-07-18,90,False,68.7,0.0
EXP-PAID-SEARCH-2025H2,C0001465,paid_search,treatment,2025-07-04,90,False,70.83,0.0
EXP-PAID-SEARCH-2025H2,C0001470,paid_search,control,2025-07-07,90,False,53.25,0.0
EXP-PAID-SEARCH-2025H2,C0001471,paid_search,treatment,2025-07-26,90,True,120.52,58.17
EXP-PAID-SEARCH-2025H2,C0001476,paid_search,control,2025-07-20,90,True,192.48,156.21
EXP-PAID-SEARCH-2025H2,C0001479,paid_search,treatment,2025-07-08,90,False,44.28,0.0
EXP-PAID-SEARCH-2025H2,C0001482,paid_search,control,2025-07-18,90,False,63.75,0.0
EXP-PAID-SEARCH-2025H2,C0001487,paid_search,treatment,2025-07-22,90,False,96.5,0.0
EXP-PAID-SEARCH-2025H2,C0001488,paid_search,treatment,2025-07-20,90,True,128.25,150.59
EXP-PAID-SEARCH-2025H2,C0001491,paid_search,treatment,2025-07-22,90,False,135.31,0.0
EXP-PAID-SEARCH-2025H2,C0001502,paid_search,control,2025-07-08,90,False,80.26,0.0
EXP-PAID-SEARCH-2025H2,C0001508,paid_search,control,2025-07-16,90,True,197.77,177.46
EXP-PAID-SEARCH-2025H2,C0001509,paid_search,treatment,2025-07-22,90,True,67.04,60.25
EXP-PAID-SEARCH-2025H2,C0001517,paid_search,treatment,2025-07-08,90,False,91.04,0.0
EXP-PAID-SEARCH-2025H2,C0001523,paid_search,treatment,2025-07-24,90,False,43.24,0.0
EXP-PAID-SEARCH-2025H2,C0001529,paid_search,control,2025-07-14,90,False,94.85,0.0
EXP-PAID-SEARCH-2025H2,C0001532,paid_search,treatment,2025-07-01,90,False,279.25,0.0
EXP-PAID-SEARCH-2025H2,C0001535,paid_search,control,2025-07-04,90,False,375.0,0.0
EXP-PAID-SEARCH-2025H2,C0001543,paid_search,control,2025-07-02,90,False,201.47,0.0
EXP-PAID-SEARCH-2025H2,C0001545,paid_search,control,2025-07-01,90,False,82.28,0.0
EXP-PAID-SEARCH-2025H2,C0001552,paid_search,treatment,2025-07-26,90,False,49.0,0.0
EXP-PAID-SEARCH-2025H2,C0001554,paid_search,treatment,2025-07-24,90,False,43.54,0.0
EXP-PAID-SEARCH-2025H2,C0001558,paid_search,treatment,2025-07-02,90,True,408.71,591.35
EXP-PAID-SEARCH-2025H2,C0001564,paid_search,control,2025-07-08,90,False,108.28,0.0
EXP-PAID-SEARCH-2025H2,C0001567,paid_search,treatment,2025-07-18,90,False,606.37,0.0
